REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY
03 - Central Luzon,Aurora State College of Technology-Bazal,SUC Satellite,Aurora,Maria Aurora
03 - Central Luzon,Wesleyan University-Philippines-Aurora,Private HEI,Aurora,Maria Aurora
03 - Central Luzon,Pambayang Dalubhasaan ng Marilao,LUC,Bulacan,Marilao
03 - Central Luzon,Polytechnic University of the Philippines-Mariveles,SUC Satellite,Bataan,Mariveles
03 - Central Luzon,Maritime Academy of Asia and the Pacific,Private HEI,Bataan,Mariveles
03 - Central Luzon,President Ramon Magsaysay State University-Masinloc,SUC Satellite,Zambales,Masinloc
03 - Central Luzon,Northern Zambales College,Private HEI,Zambales,Masinloc
03 - Central Luzon,Don Honorio Ventura Technological State University-Mexico,SUC Satellite,Pampanga,Mexico
03 - Central Luzon,Meycauayan College,Private HEI,Bulacan,Meycauayan City
03 - Central Luzon,Nazarenus College and Hospital Foundation,Private HEI,Bulacan,Meycauayan City
03 - Central Luzon,Saint Mary's College of Meycauayan,Private HEI,Bulacan,Meycauayan City
03 - Central Luzon,STI College-Meycauayan,Private HEI,Bulacan,Meycauayan City
03 - Central Luzon,ACLC College of Meycauayan,Private HEI,Bulacan,Meycauayan City
03 - Central Luzon,Polytechnic College of the City of Meycauayan,LUC,Bulacan,Meycauayan City
03 - Central Luzon,Marymount Professional Colleges,Private HEI,Bulacan,Meycauayan City
03 - Central Luzon,Norzagaray College,LUC,Bulacan,Norzagaray
03 - Central Luzon,Colegio De San Pascual Baylon,Private HEI,Bulacan,Obando
03 - Central Luzon,Central Luzon College of Science and Technology-Olongapo City,Private HEI,Zambales,Olongapo City
03 - Central Luzon,Columban College-Olongapo City,Private HEI,Zambales,Olongapo City
03 - Central Luzon,Metro Subic Colleges,Private HEI,Zambales,Olongapo City
03 - Central Luzon,Mondriaan Aura College,Private HEI,Zambales,Olongapo City
03 - Central Luzon,Comteq Computer and Business College,Private HEI,Zambales,Olongapo City
03 - Central Luzon,Gordon College,LUC,Zambales,Olongapo City
03 - Central Luzon,AMA Computer College-Olongapo City,Private HEI,Zambales,Olongapo City
03 - Central Luzon,Lyceum of Subic Bay,Private HEI,Zambales,Olongapo City
03 - Central Luzon,Kolehiyo ng Subic,LUC,Zambales,Olongapo City
03 - Central Luzon,The Manila Times College of Subic,Private HEI,Zambales,Olongapo City
03 - Central Luzon,St. Joseph College-Olongapo,Private HEI,Zambales,Olongapo City
03 - Central Luzon,College of Subic Montessori-Subic Bay,Private HEI,Zambales,Olongapo City
03 - Central Luzon,Subic Bay Colleges,Private HEI,Zambales,Olongapo City
03 - Central Luzon,St. Benilde Center for Global Competence,Private HEI,Zambales,Olongapo City
03 - Central Luzon,University of the Philippines-Diliman (Olongapo City),SUC Satellite,Zambales,Olongapo City
03 - Central Luzon,Bataan Peninsula State University-Orani,SUC Satellite,Bataan,Orani
03 - Central Luzon,Nueva Ecija University of Science and Technology-Fort Magsaysay,SUC Satellite,Nueva Ecija,Palayan City
03 - Central Luzon,Eduardo L. Joson Memorial College,LUC,Nueva Ecija,Palayan City
03 - Central Luzon,Nueva Ecija University of Science and Technology-Atate,SUC Satellite,Nueva Ecija,Palayan City 
03 - Central Luzon,College of Mary Immaculate of Pandi Bulacan,Private HEI,Bulacan,Pandi
03 - Central Luzon,CIT Colleges of Paniqui Foundation,Private HEI,Tarlac,Paniqui
03 - Central Luzon,Interworld Colleges Foundation - Paniqui,Private HEI,Tarlac,Paniqui
03 - Central Luzon,St. Paul Colleges Foundation-Paniqui Tarlac,Private HEI,Tarlac,Paniqui
03 - Central Luzon,Saint Augustine Colleges Foundation,Private HEI,Tarlac,Paniqui
03 - Central Luzon,Saint Rose College Educational Foundation,Private HEI,Tarlac,Paniqui
03 - Central Luzon,Richwell Colleges,Private HEI,Bulacan,Plaridel
03 - Central Luzon,Don Honorio Ventura Technological State University-Porac,SUC Satellite,Pampanga,Porac
03 - Central Luzon,Liceo de Pulilan Colleges,Private HEI,Bulacan,Pulilan
03 - Central Luzon,College of the Our Lady of Mercy of Pulilan Foundation,Private HEI,Bulacan,Pulilan
03 - Central Luzon,Emmanuel System College of Bulacan,Private HEI,Bulacan,Pulilan
03 - Central Luzon,Polytechnic University of The Philippines-Pulilan,SUC Satellite,Bulacan,Pulilan
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Antonio Campus,SUC Satellite,Nueva Ecija,San Antonio
03 - Central Luzon,Mother of Good Counsel Seminary,Private HEI,Pampanga,San Fernando City
03 - Central Luzon,University of the Assumption,Private HEI,Pampanga,San Fernando City
03 - Central Luzon,STI College-City of San Fernando,Private HEI,Pampanga,San Fernando City
03 - Central Luzon,AMA Computer College-San Fernando Pampanga,Private HEI,Pampanga,San Fernando City
03 - Central Luzon,St. Nicolas College of Business and Technology,Private HEI,Pampanga,San Fernando City
03 - Central Luzon,College of Our Lady of Mt. Carmel (Pampanga),Private HEI,Pampanga,San Fernando City
03 - Central Luzon,Central Luzon College of Science and Technology-City of San Fernando (Pampanga),Private HEI,Pampanga,San Fernando City
03 - Central Luzon,City College of San Fernando,LUC,Pampanga,San Fernando City
03 - Central Luzon,New Era University-Pampanga,Private HEI,Pampanga,San Fernando City
03 - Central Luzon,RCC Colegio de San Rafael,Private HEI,Pampanga,San Fernando City
03 - Central Luzon,Colegio de Sebastian-Pampanga,Private HEI,Pampanga,San Fernando City
03 - Central Luzon,Our Lady of Fatima University-Pampanga,Private HEI,Pampanga,San Fernando City
03 - Central Luzon,University of the Philippines-Diliman (Pampanga),SUC Satellite,Pampanga,San Fernando City
03 - Central Luzon,Bulacan Agricultural State College,SUC Main,Bulacan,San Ildefonso
03 - Central Luzon,General De Jesus College,Private HEI,Nueva Ecija,San Isidro
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Isidro Campus,SUC Satellite,Nueva Ecija,San Isidro
03 - Central Luzon,Holy Rosary Colleges Foundation,Private HEI,Nueva Ecija,San Isidro
03 - Central Luzon,University of the Philippines- Manila School of Health Sciences Extension Campus-Tarlac,SUC Satellite,Tarlac,San Isidro 
03 - Central Luzon,Araullo University-San Jose Campus,Private HEI,Nueva Ecija,San Jose
03 - Central Luzon,CORE Gateway College,Private HEI,Nueva Ecija,San Jose City
03 - Central Luzon,San Jose Christian Colleges,Private HEI,Nueva Ecija,San Jose City
03 - Central Luzon,Mater Redemptoris College of San Jose City,Private HEI,Nueva Ecija,San Jose City
03 - Central Luzon,STI College San Jose,Private HEI,Nueva Ecija,San Jose City
03 - Central Luzon,Village Montessori School and Colleges,Private HEI,Bulacan,San Jose del Monte
03 - Central Luzon,Sto. Rosario Sapang Palay College,Private HEI,Bulacan,San Jose Del Monte City
03 - Central Luzon,Bulacan State University-San Jose Del Monte,SUC Satellite,Bulacan,San Jose Del Monte City
03 - Central Luzon,Sienna College of San Jose,Private HEI,Bulacan,San Jose Del Monte City
03 - Central Luzon,La Concepcion College,Private HEI,Bulacan,San Jose Del Monte City
03 - Central Luzon,Colegio De San Gabriel Arcangel,Private HEI,Bulacan,San Jose Del Monte City
03 - Central Luzon,First City Providential College,Private HEI,Bulacan,San Jose Del Monte City
03 - Central Luzon,Academia de San Lorenzo Dema Ala,Private HEI,Bulacan,San Jose Del Monte City
03 - Central Luzon,SJDM Cornerstone College,Private HEI,Bulacan,San Jose Del Monte City
03 - Central Luzon,Bestlink College of the Philippines-Bulacan,Private HEI,Bulacan,San Jose Del Monte City
03 - Central Luzon,Golden Valley Colleges,Private HEI,Bulacan,San Jose Del Monte City
03 - Central Luzon,STI COLLEGE SAN JOSE DEL MONTE,Private HEI,Bulacan,San Jose Del Monte City
03 - Central Luzon,Dr. Gloria D. Lacson Foundation Colleges - Nueva Ecija,Private HEI,Nueva Ecija,San Leonardo
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Leonardo,SUC Satellite,Nueva Ecija,San Leonardo
03 - Central Luzon,Carthel Science Educational Foundation,Private HEI,Tarlac,San Manuel
03 - Central Luzon,OLRA College Foundation,Private HEI,Tarlac,San Manuel
03 - Central Luzon,President Ramon Magsaysay State University-San Marcelino,SUC Satellite,Zambales,San Marcelino
03 - Central Luzon,St. Paul University at San Miguel,Private HEI,Bulacan,San Miguel
03 - Central Luzon,Magsaysay Memorial College of Zambales,Private HEI,Zambales,San Narciso
03 - Central Luzon,Philippine Merchant Marine Academy,SUC Main,Zambales,San Narciso
03 - Central Luzon,Baliwag Maritime Foundation,Private HEI,Bulacan,San Rafael
03 - Central Luzon,Erhard Science College-Bulacan,Private HEI,Bulacan,San Rafael
03 - Central Luzon,Microlink Institute of Science and Technology San Rafael Campus,Private HEI,Bulacan,San Rafael
03 - Central Luzon,STI College-Sta. Maria,Private HEI,Bulacan,Santa Maria
03 - Central Luzon,Immaculate Conception I-College of Arts and Technology,Private HEI,Bulacan,Santa Maria
03 - Central Luzon,ACLC College of Sta. Maria,Private HEI,Bulacan,Santa Maria
03 - Central Luzon,Mater Dei Academy - Sta. Maria,Private HEI,Bulacan,Santa Maria
03 - Central Luzon,Sacred Heart Academy of Sta. Maria Bulacan,Private HEI,Bulacan,Santa Maria
03 - Central Luzon,Polytechnic University of the Philippines-Sta. Maria Bulacan,SUC Satellite,Bulacan,Santa Maria
03 - Central Luzon,Santa Rita College of Pampanga,Private HEI,Pampanga,Santa Rita
03 - Central Luzon,Holy Cross College-Nueva Ecija,Private HEI,Nueva Ecija,Santa Rosa
03 - Central Luzon,Central Luzon State University,SUC Main,Nueva Ecija,Science City of Munoz
03 - Central Luzon,Holy Cross College-Pampanga,Private HEI,Pampanga,Sta. Ana
03 - Central Luzon,Saint Mary's Angels College of Pampanga,Private HEI,Pampanga,Sta. Ana
03 - Central Luzon,President Ramon Magsaysay State University-Sta. Cruz,SUC Satellite,Zambales,Sta. Cruz
03 - Central Luzon,Columban College-Sta. Cruz Zambales,Private HEI,Zambales,Sta. Cruz
03 - Central Luzon,Nueva Ecija University of Science and Technology-Sto. Domingo ,SUC Satellite,Nueva Ecija,Sto. Domingo
03 - Central Luzon,Don Honorio Ventura Technological State University-Sto.Thomas,SUC Satellite,Pampanga,Sto. Tomas
03 - Central Luzon,Nueva Ecija University of Science and Technology-Talavera,SUC Satellite,Nueva Ecija,Talavera
03 - Central Luzon,St. Elizabeth Global Skills Institute,Private HEI,Nueva Ecija,Talavera
03 - Central Luzon,Central Luzon Doctors' Hospital Educational Institution,Private HEI,Tarlac,Tarlac City
03 - Central Luzon,College of the Holy Spirit of Tarlac,Private HEI,Tarlac,Tarlac City
03 - Central Luzon,Interworld College of Technology Foundation-Tarlac,Private HEI,Tarlac,Tarlac City
03 - Central Luzon,Osias Colleges,Private HEI,Tarlac,Tarlac City
03 - Central Luzon,Our Lady of Peace College Seminary,Private HEI,Tarlac,Tarlac City
03 - Central Luzon,STI College-City of Tarlac,Private HEI,Tarlac,Tarlac City
03 - Central Luzon,Tarlac State University,SUC Main,Tarlac,Tarlac City
03 - Central Luzon,United School of Science and Technology Colleges,Private HEI,Tarlac,Tarlac City
03 - Central Luzon,AMA Computer College-Tarlac City,Private HEI,Tarlac,Tarlac City
03 - Central Luzon,Fundamental Baptist College For Asians,Private HEI,Tarlac,Tarlac City
03 - Central Luzon,Philippine Women`s University Career Development and Continuing Education Center - Tarlac,Private HEI,Tarlac,Tarlac City
03 - Central Luzon,Tarlac Christian Colleges,Private HEI,Tarlac,Tarlac City
03 - Central Luzon,Golden Olympus College,Private HEI,Tarlac,Tarlac City
04 - CALABARZON,Agoncillo College,Private HEI,Batangas,Agoncillo
04 - CALABARZON,Southern Luzon State University-Alabat,SUC Satellite,Quezon,Alabat
04 - CALABARZON,Marcelino Fule Memorial College,Private HEI,Laguna,Alaminos City
04 - CALABARZON,Polytechnic University of the Philippines-Alfonso,SUC Satellite,Cavite,Alfonso
04 - CALABARZON,Alitagtag College,Private HEI,Batangas,Alitagtag
04 - CALABARZON,Jesus Reigns Christian College Foundation-Amadeo,Private HEI,Cavite,Amadeo
04 - CALABARZON,University of Rizal System-Angono,SUC Satellite,Rizal,Angono
04 - CALABARZON,Southeast Asia Interdisciplinary Development Institute,Private HEI,Rizal,Antipolo City
04 - CALABARZON,Unciano Colleges,Private HEI,Rizal,Antipolo City
04 - CALABARZON,AMA Computer College-East Rizal,Private HEI,Rizal,Antipolo City
04 - CALABARZON,Montessori Professional Colleges of Asia,Private HEI,Rizal,Antipolo City
04 - CALABARZON,University of Rizal System-Antipolo,SUC Satellite,Rizal,Antipolo City
04 - CALABARZON,All Nations College,Private HEI,Rizal,Antipolo City
04 - CALABARZON,International Christian College of Manila,Private HEI,Rizal,Antipolo City
04 - CALABARZON,Philippine International College,Private HEI,Rizal,Antipolo City
04 - CALABARZON,Skill Power Institute,Private HEI,Rizal,Antipolo City
04 - CALABARZON,Sumulong College of Arts and Sciences,Private HEI,Rizal,Antipolo City
04 - CALABARZON,Our Lady of Fatima University-Antipolo,Private HEI,Rizal,Antipolo City
04 - CALABARZON,College of San Benildo-Rizal,Private HEI,Rizal,Antipolo City
04 - CALABARZON,Asian School of Hospitality Arts,Private HEI,Rizal,Antipolo City
04 - CALABARZON,ICCT Colleges Foundation-Antipolo,Private HEI,Rizal,Antipolo City
04 - CALABARZON,Center for Biblical Studies Institute & Seminary,Private HEI,Rizal,Antipolo City
04 - CALABARZON,Antipolo Institute of Technology,LUC,Rizal,Antipolo City
04 - CALABARZON,De La Salle-College of Saint Benilde-Antipolo,Private HEI,Rizal,Antipolo City
04 - CALABARZON,Victory Elijah Christian College,Private HEI,Rizal,Antipolo City
04 - CALABARZON,World Citi Colleges-Antipolo City,Private HEI,Rizal,Antipolo City 
04 - CALABARZON,Leon Guinto Memorial College,Private HEI,Quezon,Atimonan
04 - CALABARZON,Quezonian Educational College,Private HEI,Quezon,Atimonan
04 - CALABARZON,CSTC College of Sciences Technology and Communications-Atinomnan,Private HEI,Quezon,Atimonan
04 - CALABARZON,St. Peregrine Institute,Private HEI,Cavite,Bacoor City
04 - CALABARZON,University of Perpetual Help System Dalta-Molino Campus,Private HEI,Cavite,Bacoor City
04 - CALABARZON,STI College-Bacoor,Private HEI,Cavite,Bacoor City
04 - CALABARZON,Saint Francis of Assisi College-Cavite,Private HEI,Cavite,Bacoor City
04 - CALABARZON,St. Dominic College of Asia,Private HEI,Cavite,Bacoor City
04 - CALABARZON,ISHRM School System,Private HEI,Cavite,Bacoor City
04 - CALABARZON,Cavite State University-Bacoor City Campus,SUC Satellite,Cavite,Bacoor City
04 - CALABARZON,PIMSAT Colleges,Private HEI,Cavite,Bacoor City
04 - CALABARZON,The Bearer of Light and Wisdom Colleges,Private HEI,Cavite,Bacoor City
04 - CALABARZON,Immaculate Conception College-Balayan,Private HEI,Batangas,Balayan
04 - CALABARZON,Batangas State University-Balayan,SUC Satellite,Batangas,Balayan
04 - CALABARZON,STI College-Balayan,Private HEI,Batangas,Balayan
04 - CALABARZON,Lyceum of Southern Luzon,Private HEI,Batangas,Balayan
04 - CALABARZON,New Era University-Baras Campus,Private HEI,Rizal,Baras
04 - CALABARZON,Golden Gate Colleges,Private HEI,Batangas,Batangas City
04 - CALABARZON,Lyceum of the Philippines University-Batangas,Private HEI,Batangas,Batangas City
04 - CALABARZON,Batangas State University-Main,SUC Main,Batangas,Batangas City
04 - CALABARZON,St. Bridget College,Private HEI,Batangas,Batangas City
04 - CALABARZON,University of Batangas,Private HEI,Batangas,Batangas City
04 - CALABARZON,STI College-Batangas,Private HEI,Batangas,Batangas City
04 - CALABARZON,AMA Computer College-Batangas City,Private HEI,Batangas,Batangas City
04 - CALABARZON,Colegio ng Lungsod ng Batangas,LUC,Batangas,Batangas City
04 - CALABARZON,Westmead International School,Private HEI,Batangas,Batangas City
04 - CALABARZON,Batangas State University-Alangilan,SUC Satellite,Batangas,Batangas City
04 - CALABARZON,Sta. Teresa College,Private HEI,Batangas,Bauan
04 - CALABARZON,CARD-MRI Development Institute,Private HEI,Laguna,Bay
04 - CALABARZON,University of Perpetual Help System-Laguna,Private HEI,Laguna,Binan City
04 - CALABARZON,University of Perpetual Help System-Dr. Jose G. Tamayo Medical University,Private HEI,Laguna,Binan City
04 - CALABARZON,Saint Michael's College of Laguna,Private HEI,Laguna,Binan City
04 - CALABARZON,AMA Computer College-Biñan,Private HEI,Laguna,Binan City
04 - CALABARZON,La Consolacion College-Biñan,Private HEI,Laguna,Binan City
04 - CALABARZON,Colegio San Agustin-Biñan,Private HEI,Laguna,Binan City
04 - CALABARZON,Trimex Colleges,Private HEI,Laguna,Binan City
04 - CALABARZON,Citi Global College-Biñan,Private HEI,Laguna,Binan City
04 - CALABARZON,Guardian Bona Fide for Hope Foundation,Private HEI,Laguna,Binan City
04 - CALABARZON,Polytechnic University of the Philippines-Biñan,SUC Satellite,Laguna,Binan City
04 - CALABARZON,Binangonan Catholic College,Private HEI,Rizal,Binangonan
04 - CALABARZON,University of Rizal System-Binangonan,SUC Satellite,Rizal,Binangonan
04 - CALABARZON,Philippine Best Training Systems Colleges,Private HEI,Rizal,Binangonan
04 - CALABARZON,ICCT Colleges Foundation-Binangonan,Private HEI,Rizal,Binangonan
04 - CALABARZON,St. Ignatius Technical Institute of Business and Arts-Cabuyao,Private HEI,Laguna,Cabuyao City
04 - CALABARZON,Pamantasan ng Cabuyao,LUC,Laguna,Cabuyao City
